"eventenglishtitle","eventarabictitle","eventarabicorganizername","eventenglishorganizername","eventstartingdate","eventendingdate","introductiondate","locationinarabic","locationinenglish","eventlogo","eventcategory","maplocationlongitude","maplocationlatitude","createddate","typeofevent"
"GOLDEN VOICE WORLD COMPETITION","مسابقة الصوت الذهبي العالمية"," فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك","NABDH ALEMARAT Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk,","12/06/2021 00:00:00","12/06/2021 00:00:00","12/06/2021 00:00:00","مسرح مول الامارات - دبي","The Theatre - Mall Of The Emirates","/StagingImages/EventsImages/1637670688722.jpeg","","55.1993392","25.1176498","11/23/2021 00:00:00","إجتماعي"
"GOLDEN VOICE WORLD COMPETITION","مسابقة الصوت الذهبي العالمية"," فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك","NABDH ALEMARAT Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk,","12/06/2021 00:00:00","12/06/2021 00:00:00","12/06/2021 00:00:00","مسرح مول الامارات - دبي","The Theatre - Mall Of The Emirates","/StagingImages/EventsImages/1637670688722.jpeg","","55.1993392","25.1176498","11/23/2021 00:00:00","أشخاص ذوي الإعاقة"
"GOLDEN VOICE WORLD COMPETITION","مسابقة الصوت الذهبي العالمية"," فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك","NABDH ALEMARAT Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk,","12/06/2021 00:00:00","12/06/2021 00:00:00","12/06/2021 00:00:00","مسرح مول الامارات - دبي","The Theatre - Mall Of The Emirates","/StagingImages/EventsImages/1637670688722.jpeg","","55.1993392","25.1176498","11/23/2021 00:00:00","الشركات والأحداث"
"GOLDEN VOICE WORLD COMPETITION","مسابقة الصوت الذهبي العالمية"," فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك","NABDH ALEMARAT Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk,","12/06/2021 00:00:00","12/06/2021 00:00:00","12/06/2021 00:00:00","مسرح مول الامارات - دبي","The Theatre - Mall Of The Emirates","/StagingImages/EventsImages/1637670688722.jpeg","","55.1993392","25.1176498","11/23/2021 00:00:00","الاعمال الخيرية"
"GOLDEN VOICE WORLD COMPETITION","مسابقة الصوت الذهبي العالمية"," فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك","NABDH ALEMARAT Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk,","12/06/2021 00:00:00","12/06/2021 00:00:00","12/06/2021 00:00:00","مسرح مول الامارات - دبي","The Theatre - Mall Of The Emirates","/StagingImages/EventsImages/1637670688722.jpeg","","55.1993392","25.1176498","11/23/2021 00:00:00","الفنون والثقافة"
"GOLDEN VOICE WORLD COMPETITION","مسابقة الصوت الذهبي العالمية"," فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك","NABDH ALEMARAT Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk,","12/06/2021 00:00:00","12/06/2021 00:00:00","12/06/2021 00:00:00","مسرح مول الامارات - دبي","The Theatre - Mall Of The Emirates","/StagingImages/EventsImages/1637670688722.jpeg","","55.1993392","25.1176498","11/23/2021 00:00:00","مؤتمر"
"GOLDEN VOICE WORLD COMPETITION","مسابقة الصوت الذهبي العالمية"," فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك","NABDH ALEMARAT Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk,","12/06/2021 00:00:00","12/06/2021 00:00:00","12/06/2021 00:00:00","مسرح مول الامارات - دبي","The Theatre - Mall Of The Emirates","/StagingImages/EventsImages/1637670688722.jpeg","","55.1993392","25.1176498","11/23/2021 00:00:00","إجتماعي"
"GOLDEN VOICE WORLD COMPETITION","مسابقة الصوت الذهبي العالمية"," فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك","NABDH ALEMARAT Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk,","12/06/2021 00:00:00","12/06/2021 00:00:00","12/06/2021 00:00:00","مسرح مول الامارات - دبي","The Theatre - Mall Of The Emirates","/StagingImages/EventsImages/1637670688722.jpeg","","55.1993392","25.1176498","11/23/2021 00:00:00","معرض"
"GOLDEN VOICE WORLD COMPETITION","مسابقة الصوت الذهبي العالمية"," فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك","NABDH ALEMARAT Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk,","12/06/2021 00:00:00","12/06/2021 00:00:00","12/06/2021 00:00:00","مسرح مول الامارات - دبي","The Theatre - Mall Of The Emirates","/StagingImages/EventsImages/1637670688722.jpeg","","55.1993392","25.1176498","11/23/2021 00:00:00","الأسرة والأطفال"
"GOLDEN VOICE WORLD COMPETITION","مسابقة الصوت الذهبي العالمية"," فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك","NABDH ALEMARAT Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk,","12/06/2021 00:00:00","12/06/2021 00:00:00","12/06/2021 00:00:00","مسرح مول الامارات - دبي","The Theatre - Mall Of The Emirates","/StagingImages/EventsImages/1637670688722.jpeg","","55.1993392","25.1176498","11/23/2021 00:00:00","مهرجان"
"GOLDEN VOICE WORLD COMPETITION","مسابقة الصوت الذهبي العالمية"," فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك","NABDH ALEMARAT Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk,","12/06/2021 00:00:00","12/06/2021 00:00:00","12/06/2021 00:00:00","مسرح مول الامارات - دبي","The Theatre - Mall Of The Emirates","/StagingImages/EventsImages/1637670688722.jpeg","","55.1993392","25.1176498","11/23/2021 00:00:00","احداث تجارية"
"GOLDEN VOICE WORLD COMPETITION","مسابقة الصوت الذهبي العالمية"," فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك","NABDH ALEMARAT Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk,","12/06/2021 00:00:00","12/06/2021 00:00:00","12/06/2021 00:00:00","مسرح مول الامارات - دبي","The Theatre - Mall Of The Emirates","/StagingImages/EventsImages/1637670688722.jpeg","","55.1993392","25.1176498","11/23/2021 00:00:00","حملات توعية"
"GOLDEN VOICE WORLD COMPETITION","مسابقة الصوت الذهبي العالمية"," فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك","NABDH ALEMARAT Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk,","12/06/2021 00:00:00","12/06/2021 00:00:00","12/06/2021 00:00:00","مسرح مول الامارات - دبي","The Theatre - Mall Of The Emirates","/StagingImages/EventsImages/1637670688722.jpeg","","55.1993392","25.1176498","11/23/2021 00:00:00","الصحة والبيئة"
"Volunteer to Teach English Language","التطوع لتدريس اللغة الإنجليزية","مؤسسة دبي لرعاية النساء والأطفال","DFWAC","12/08/2021 00:00:00","12/08/2021 00:00:00","12/07/2021 00:00:00","مؤسسة دبي لرعاية النساء والأطفال","DFWAC","/StagingImages/EventsImages/1637744899007.jpeg","","55.5083585","25.1565016","11/24/2021 00:00:00","آخر"
"Volunteer to teach English Language","التطوع لتدريس اللغة الأنجليزية","مؤسسة دبي لرعاية النساء والأطفال","DFWAC","12/15/2021 00:00:00","12/15/2021 00:00:00","12/14/2021 00:00:00","مؤسسة دبي لرعاية النساء والأطفال","DFWAC","/StagingImages/EventsImages/1637745071808.jpeg","","55.5083585","25.1565016","11/24/2021 00:00:00","آخر"
"Shaping the Flag - Mirdif City Center","تشكيل العلم - مردف سيتي سنتر","فريق شكرا لعطائك التطوعي","Thank you for your giving volunteer team","12/02/2021 00:00:00","12/02/2021 00:00:00","12/01/2021 00:00:00","مردف سيتي سنتر","Mirdif City Center","/StagingImages/EventsImages/1637841168502.jpeg","","55.40968299999999","25.216896","11/25/2021 00:00:00","آخر"
"Shaping the Flag - Mirdif City Center","تشكيل العلم - مردف سيتي سنتر","فريق شكرا لعطائك التطوعي","Thank you for your giving volunteer team","12/02/2021 00:00:00","12/02/2021 00:00:00","12/01/2021 00:00:00","مردف سيتي سنتر","Mirdif City Center","/StagingImages/EventsImages/1637841168502.jpeg","","55.40968299999999","25.216896","11/25/2021 00:00:00","إجتماعي"
"Shaping the Flag - Mirdif City Center","تشكيل العلم - مردف سيتي سنتر","فريق شكرا لعطائك التطوعي","Thank you for your giving volunteer team","12/02/2021 00:00:00","12/02/2021 00:00:00","12/01/2021 00:00:00","مردف سيتي سنتر","Mirdif City Center","/StagingImages/EventsImages/1637841168502.jpeg","","55.40968299999999","25.216896","11/25/2021 00:00:00","الشركات والأحداث"
"Shaping the Flag - Mirdif City Center","تشكيل العلم - مردف سيتي سنتر","فريق شكرا لعطائك التطوعي","Thank you for your giving volunteer team","12/02/2021 00:00:00","12/02/2021 00:00:00","12/01/2021 00:00:00","مردف سيتي سنتر","Mirdif City Center","/StagingImages/EventsImages/1637841168502.jpeg","","55.40968299999999","25.216896","11/25/2021 00:00:00","الفنون والثقافة"
"Shaping the Flag - Mirdif City Center","تشكيل العلم - مردف سيتي سنتر","فريق شكرا لعطائك التطوعي","Thank you for your giving volunteer team","12/02/2021 00:00:00","12/02/2021 00:00:00","12/01/2021 00:00:00","مردف سيتي سنتر","Mirdif City Center","/StagingImages/EventsImages/1637841168502.jpeg","","55.40968299999999","25.216896","11/25/2021 00:00:00","إجتماعي"
"Shaping the Flag - Mirdif City Center","تشكيل العلم - مردف سيتي سنتر","فريق شكرا لعطائك التطوعي","Thank you for your giving volunteer team","12/02/2021 00:00:00","12/02/2021 00:00:00","12/01/2021 00:00:00","مردف سيتي سنتر","Mirdif City Center","/StagingImages/EventsImages/1637841168502.jpeg","","55.40968299999999","25.216896","11/25/2021 00:00:00","مهرجان"
"*Goodness in the children of Zayed 6* From the idea of Counselor Kawtar Muhammad Al-Rahili","*الخير في عيال زايد 6* من فكرة الأستاذة كوثر محمد الرحالي","فريق شكرا لعطائك التطوعي","Thank you for your giving volunteer team","12/10/2021 00:00:00","12/10/2021 00:00:00","12/10/2021 00:00:00","الحديقة القرآنية دبي","Quranic Garden, Dubai","/StagingImages/EventsImages/1637841997931.jpeg","","55.47183129999999","25.2402549","11/25/2021 00:00:00","آخر"
"*Goodness in the children of Zayed 6* From the idea of Counselor Kawtar Muhammad Al-Rahili","*الخير في عيال زايد 6* من فكرة الأستاذة كوثر محمد الرحالي","فريق شكرا لعطائك التطوعي","Thank you for your giving volunteer team","12/10/2021 00:00:00","12/10/2021 00:00:00","12/10/2021 00:00:00","الحديقة القرآنية دبي","Quranic Garden, Dubai","/StagingImages/EventsImages/1637841997931.jpeg","","55.47183129999999","25.2402549","11/25/2021 00:00:00","إجتماعي"
"*Goodness in the children of Zayed 6* From the idea of Counselor Kawtar Muhammad Al-Rahili","*الخير في عيال زايد 6* من فكرة الأستاذة كوثر محمد الرحالي","فريق شكرا لعطائك التطوعي","Thank you for your giving volunteer team","12/10/2021 00:00:00","12/10/2021 00:00:00","12/10/2021 00:00:00","الحديقة القرآنية دبي","Quranic Garden, Dubai","/StagingImages/EventsImages/1637841997931.jpeg","","55.47183129999999","25.2402549","11/25/2021 00:00:00","الشركات والأحداث"
"*Goodness in the children of Zayed 6* From the idea of Counselor Kawtar Muhammad Al-Rahili","*الخير في عيال زايد 6* من فكرة الأستاذة كوثر محمد الرحالي","فريق شكرا لعطائك التطوعي","Thank you for your giving volunteer team","12/10/2021 00:00:00","12/10/2021 00:00:00","12/10/2021 00:00:00","الحديقة القرآنية دبي","Quranic Garden, Dubai","/StagingImages/EventsImages/1637841997931.jpeg","","55.47183129999999","25.2402549","11/25/2021 00:00:00","الاعمال الخيرية"
